TEMP,SALT,d5,d10,d30,d50,d100,d150,d200,d300,d500,d700,d900,d1000,d1200
27.751,34.308,27.75,27.748,27.662,25.622,20.333,16.41,13.923,11.413,8.677,7.045,5.826,5.331,4.601
27.373,34.361,27.371,27.37,27.306,26.408,21.134,16.909,14.14,11.5,8.724,7.052,5.841,5.342,4.609
27.19,34.32,27.189,27.189,27.156,26.713,22.325,17.692,14.555,11.647,8.783,7.088,5.863,5.359,4.604
27.159,34.289,27.158,27.157,27.129,27.017,23.703,18.414,15.038,11.769,8.879,7.145,5.911,5.404,4.643
27.134,34.264,27.127,27.119,27.081,26.86,24.085,18.841,15.336,11.912,8.899,7.12,5.901,5.379,4.616
27.451,34.254,27.44,27.43,27.333,27.032,23.858,18.831,15.347,11.912,8.808,7.032,5.819,5.314,4.579
28.339,34.196,28.293,28.247,27.863,26.675,22.536,18.108,15.053,11.77,8.67,6.909,5.7,5.205,4.491
28.733,34.183,28.69,28.647,28.182,26.151,21.747,17.536,14.635,11.627,8.602,6.884,5.685,5.183,4.482
28.88,34.122,28.831,28.788,28.082,25.656,20.854,16.904,14.212,11.494,8.54,6.853,5.675,5.192,4.497
28.62,34.1,28.591,28.572,27.98,26.884,20.379,16.478,14.007,11.344,8.523,6.882,5.708,5.225,4.521
28.291,34.164,28.284,28.274,27.981,25.879,20.205,16.279,13.864,11.275,8.586,6.954,5.78,5.28,4.557
27.842,34.265,27.841,27.839,27.763,26.613,20.566,16.502,13.943,11.393,8.676,7.043,5.823,5.326,4.593
27.446,34.318,27.445,27.444,27.392,26.883,21.484,17.082,14.225,11.509,8.735,7.053,5.84,5.337,4.602
27.201,34.273,27.2,27.2,27.174,26.96,22.597,17.85,14.649,11.666,8.794,7.088,5.858,5.35,4.599
27.123,34.253,27.123,27.122,27.093,26.98,23.8,18.497,15.066,11.769,8.874,7.13,5.896,5.388,4.631
27.084,34.246,27.078,27.07,27.036,26.815,24.009,18.817,15.32,11.887,8.881,7.099,5.879,5.36,4.601
27.419,34.241,27.409,27.399,27.305,27.002,23.797,18.813,15.327,11.882,8.798,7.022,5.805,5.3,4.57
28.37,34.185,28.321,28.273,27.884,26.873,22.494,18.075,14.995,11.723,8.652,6.895,5.684,5.193,4.486
28.757,34.182,28.714,28.671,28.223,26.701,21.772,17.512,14.584,11.58,8.593,6.878,5.676,5.176,4.48
28.907,34.13,28.852,28.805,28.139,26.23,20.941,16.911,14.191,11.467,8.536,6.852,5.672,5.191,4.495
28.663,34.093,28.632,28.613,28.099,25.808,20.519,16.526,14.001,11.319,8.517,6.882,5.707,5.225,4.517
28.362,34.133,28.356,28.348,28.121,26.171,20.445,16.397,13.9,11.266,8.585,6.956,5.778,5.279,4.554
27.93,34.219,27.928,27.926,27.861,26.847,20.843,16.633,13.99,11.385,8.675,7.037,5.818,5.317,4.584
27.506,34.275,27.506,27.505,27.464,27.043,21.838,17.263,14.324,11.519,8.743,7.049,5.835,5.329,4.593
27.204,34.229,27.203,27.203,27.181,27.011,22.819,17.97,14.721,11.676,8.803,7.085,5.852,5.339,4.593
27.08,34.222,27.08,27.079,27.048,26.928,23.849,18.553,15.083,11.767,8.869,7.116,5.881,5.373,4.619
27.036,34.229,27.031,27.023,26.991,26.771,23.902,18.764,15.285,11.853,8.856,7.075,5.853,5.339,4.586
27.395,34.229,27.385,27.376,27.282,26.974,23.761,18.816,15.32,11.847,8.789,7.012,5.791,5.285,4.561
28.405,34.171,28.354,28.304,27.915,26.875,22.492,18.057,14.939,11.667,8.631,6.882,5.669,5.182,4.482
28.785,34.178,28.742,28.7,28.264,26.721,21.801,17.483,14.527,11.525,8.578,6.872,5.669,5.171,4.479
28.939,34.135,28.878,28.828,28.2,26.305,21.028,16.902,14.155,11.43,8.53,6.854,5.672,5.191,4.494
28.709,34.082,28.677,28.658,28.214,25.964,20.663,16.569,13.986,11.292,8.514,6.886,5.708,5.226,4.515
28.432,34.101,28.425,28.418,28.252,27.085,20.7,16.53,13.949,11.264,8.585,6.96,5.777,5.279,4.552
28.01,34.173,28.008,28.005,27.952,26.464,21.122,16.773,14.044,11.382,8.672,7.028,5.81,5.308,4.574
27.557,34.233,27.557,27.556,27.525,27.185,22.171,17.434,14.424,11.525,8.748,7.041,5.827,5.318,4.584
27.198,34.189,27.197,27.197,27.178,27.038,22.978,18.049,14.771,11.678,8.806,7.078,5.841,5.326,4.587
27.028,34.194,27.028,27.027,26.994,26.863,23.851,18.577,15.09,11.762,8.861,7.099,5.865,5.356,4.607
26.996,34.214,26.991,26.984,26.951,26.732,23.787,18.694,15.241,11.812,8.823,7.047,5.823,5.315,4.569
27.379,34.218,27.369,27.36,27.265,26.947,23.749,18.835,15.321,11.809,8.776,7.003,5.776,5.271,4.551
28.443,34.156,28.392,28.34,27.955,26.733,22.525,18.048,14.886,11.605,8.608,6.87,5.655,5.173,4.479
28.814,34.174,28.772,28.731,28.302,26.381,21.826,17.447,14.469,11.465,8.559,6.867,5.662,5.166,4.478
28.976,34.136,28.909,28.858,28.265,26.13,21.115,16.876,14.106,11.383,8.524,6.858,5.673,5.192,4.492
28.756,34.064,28.725,28.706,28.316,26.889,20.811,16.608,13.965,11.263,8.513,6.893,5.712,5.229,4.514
28.496,34.067,28.49,28.484,28.365,26.739,20.962,16.669,14.006,11.268,8.588,6.965,5.776,5.278,4.551
28.078,34.128,28.075,28.073,28.029,27.297,21.381,16.909,14.094,11.379,8.669,7.018,5.8,5.298,4.564
27.596,34.19,27.596,27.595,27.572,27.301,22.46,17.585,14.509,11.522,8.75,7.031,5.818,5.305,4.576
27.184,34.154,27.183,27.183,27.165,27.042,23.086,18.104,14.803,11.667,8.801,7.066,5.829,5.311,4.58
26.971,34.171,26.971,26.969,26.934,26.79,23.821,18.579,15.09,11.748,8.847,7.08,5.845,5.336,4.593
26.964,34.201,26.96,26.952,26.918,26.697,23.688,18.632,15.201,11.764,8.786,7.019,5.79,5.288,4.549
27.371,34.207,27.362,27.353,27.254,26.922,23.75,18.863,15.322,11.769,8.761,6.994,5.762,5.256,4.54
28.479,34.142,28.427,28.376,27.995,26.911,22.577,18.037,14.828,11.54,8.587,6.86,5.646,5.166,4.477
28.84,34.168,28.799,28.76,28.336,26.738,21.84,17.405,14.412,11.405,8.541,6.865,5.659,5.163,4.477
29.014,34.133,28.945,28.893,28.33,26.453,21.192,16.834,14.048,11.33,8.516,6.863,5.674,5.192,4.489
28.807,34.039,28.777,28.759,28.409,26.316,20.97,16.657,13.949,11.237,8.516,6.904,5.716,5.232,4.514
28.557,34.031,28.552,28.546,28.461,26.993,21.224,16.812,14.067,11.274,8.595,6.973,5.776,5.277,4.548
28.132,34.083,28.129,28.126,28.092,27.481,21.63,17.043,14.14,11.374,8.666,7.01,5.79,5.288,4.554
27.623,34.147,27.623,27.622,27.606,27.389,22.697,17.709,14.571,11.507,8.746,7.02,5.807,5.292,4.567
27.161,34.121,27.159,27.159,27.142,27.029,23.16,18.144,14.82,11.644,8.791,7.054,5.814,5.296,4.57
26.908,34.151,26.908,26.907,26.869,26.71,23.774,18.575,15.09,11.727,8.827,7.059,5.822,5.314,4.577
26.939,34.19,26.936,26.928,26.89,26.663,23.617,18.592,15.176,11.718,8.75,6.993,5.758,5.262,4.528
27.371,34.197,27.362,27.354,27.249,26.896,23.739,18.878,15.316,11.73,8.741,6.983,5.749,5.241,4.526
28.511,34.131,28.46,28.41,28.035,26.937,22.636,18.028,14.771,11.478,8.569,6.854,5.639,5.162,4.475
28.862,34.161,28.824,28.789,28.365,26.74,21.841,17.358,14.358,11.346,8.523,6.865,5.657,5.161,4.477
29.049,34.123,28.982,28.931,28.391,26.521,21.254,16.785,13.988,11.272,8.507,6.867,5.675,5.19,4.484
28.857,34.006,28.83,28.813,28.499,26.521,21.14,16.719,13.939,11.213,8.521,6.916,5.721,5.234,4.513
28.613,33.994,28.608,28.604,28.541,27.23,21.487,16.96,14.132,11.282,8.604,6.981,5.774,5.274,4.543
28.173,34.037,28.17,28.167,28.141,27.64,21.877,17.181,14.193,11.374,8.665,7.006,5.78,5.278,4.544
27.636,34.102,27.636,27.636,27.623,27.447,22.886,17.813,14.617,11.486,8.739,7.008,5.795,5.279,4.558
27.127,34.091,27.125,27.125,27.106,26.999,23.218,18.183,14.829,11.613,8.779,7.042,5.799,5.281,4.559
26.843,34.133,26.843,26.84,26.799,26.626,23.708,18.565,15.088,11.7,8.803,7.037,5.798,5.291,4.559
26.921,34.182,26.917,26.909,26.863,26.624,23.56,18.554,15.154,11.677,8.717,6.969,5.73,5.236,4.506
27.382,34.189,27.374,27.366,27.253,26.866,23.697,18.861,15.297,11.694,8.718,6.97,5.735,5.225,4.51
28.821,34.969,28.746,28.665,27.731,25.538,19.863,16.375,14.35,11.814,9.114,7.532,6.392,5.899,4.967
28.896,34.909,28.799,28.703,27.854,25.872,20.226,16.232,14.233,11.762,9.129,7.504,6.377,5.886,4.964
29.387,34.887,29.261,29.138,27.867,25.689,20.279,16.087,14.151,11.768,9.102,7.56,6.445,5.936,4.996
29.177,34.909,29.11,29.052,27.94,25.524,19.811,15.95,14.01,11.617,9.059,7.502,6.382,5.867,4.949
28.146,34.977,28.104,28.061,27.4,25.089,19.247,15.831,13.847,11.551,9.002,7.473,6.382,5.908,4.945
26.689,35.058,26.678,26.666,26.451,24.703,18.977,15.734,14.004,11.726,9.083,7.499,6.426,5.934,4.985
25.608,35.118,25.602,25.596,25.433,24.224,19.015,15.656,14.037,11.65,9.121,7.503,6.393,5.894,4.993
25.374,35.224,25.359,25.343,25.182,24.356,19.535,15.6,14.248,11.8,9.172,7.588,6.474,5.944,5.001
25.66,35.293,25.65,25.639,25.518,25.1,20.492,15.558,14.35,11.874,9.216,7.568,6.461,5.984,5.047
26.511,35.31,26.484,26.457,26.29,25.761,20.906,15.525,14.409,11.831,9.222,7.62,6.497,6.005,5.04
27.692,35.255,27.614,27.542,27.094,25.963,20.254,15.504,14.286,11.759,9.167,7.617,6.493,6.01,5.059
28.807,34.941,28.728,28.64,27.595,25.28,19.611,15.52,14.252,11.763,9.088,7.498,6.362,5.872,4.942
28.892,34.882,28.793,28.693,27.801,25.684,19.964,15.566,14.167,11.728,9.112,7.48,6.349,5.863,4.944
29.386,34.87,29.255,29.126,27.758,25.491,20.037,15.632,14.074,11.724,9.086,7.527,6.41,5.906,4.972
29.2,34.9,29.13,29.069,27.876,25.348,19.577,15.709,13.886,11.564,9.033,7.474,6.352,5.838,4.929
28.185,34.962,28.146,28.105,27.371,24.1,18.948,15.793,13.721,11.485,8.975,7.426,6.332,5.863,4.915
26.707,35.042,26.697,26.687,26.444,24.866,18.702,15.888,13.881,11.659,9.046,7.451,6.372,5.887,4.954
25.648,35.113,25.643,25.638,25.451,24.481,18.693,15.98,13.903,11.592,9.091,7.473,6.357,5.865,4.968
25.429,35.218,25.415,25.401,25.223,24.342,19.36,16.077,14.149,11.756,9.159,7.557,6.434,5.909,4.976
25.72,35.286,25.712,25.703,25.572,25.108,20.251,16.178,14.226,11.806,9.195,7.545,6.425,5.947,5.016
26.571,35.298,26.545,26.518,26.348,25.761,20.682,16.275,14.276,11.77,9.189,7.585,6.46,5.974,5.011
27.694,35.228,27.616,27.544,27.054,25.863,20.122,16.361,14.221,11.724,9.152,7.574,6.452,5.967,5.024
28.793,34.914,28.708,28.614,27.447,24.998,19.351,16.472,14.154,11.714,9.074,7.473,6.344,5.856,4.929
28.884,34.854,28.784,28.683,27.747,25.5,19.713,16.487,14.107,11.704,9.099,7.464,6.333,5.849,4.933
29.384,34.848,29.248,29.113,27.658,25.309,19.801,16.495,14.008,11.691,9.082,7.505,6.388,5.887,4.96
29.232,34.885,29.158,29.094,27.829,25.198,19.364,16.507,13.782,11.527,9.018,7.455,6.335,5.822,4.918
28.231,34.943,28.194,28.154,27.344,24.669,18.702,16.514,13.632,11.44,8.959,7.39,6.292,5.83,4.895
26.735,35.025,26.725,26.716,26.441,24.29,18.476,16.518,13.776,11.602,9.021,7.417,6.329,5.848,4.93
25.704,35.108,25.701,25.696,25.484,24.025,18.446,16.519,13.8,11.552,9.068,7.451,6.333,5.846,4.951
25.497,35.212,25.485,25.472,25.276,24.343,19.224,16.524,14.066,11.721,9.151,7.538,6.406,5.888,4.964
25.792,35.277,25.786,25.779,25.635,25.117,20.038,16.537,14.123,11.75,9.181,7.536,6.402,5.924,4.999
26.638,35.284,26.612,26.586,26.409,25.756,20.476,16.567,14.185,11.725,9.162,7.558,6.43,5.949,4.991
27.708,35.2,27.629,27.555,27.016,25.761,20.002,16.617,14.172,11.696,9.145,7.537,6.418,5.934,4.997
28.779,34.889,28.687,28.586,27.299,24.713,19.1,16.7,14.062,11.667,9.066,7.458,6.334,5.85,4.925
28.871,34.827,28.772,28.671,27.694,25.332,19.49,16.733,14.056,11.69,9.091,7.454,6.323,5.841,4.93
29.377,34.821,29.237,29.098,27.576,25.158,19.582,16.777,13.955,11.67,9.085,7.49,6.372,5.876,4.957
29.265,34.863,29.191,29.124,27.805,25.09,19.192,16.833,13.707,11.508,9.01,7.438,6.323,5.812,4.914
28.281,34.918,28.245,28.207,27.317,24.497,18.504,16.879,13.575,11.411,8.95,7.363,6.263,5.804,4.884
26.77,35.005,26.762,26.754,26.44,24.14,18.303,16.895,13.697,11.556,9.003,7.39,6.295,5.817,4.914
25.775,35.102,25.772,25.768,25.534,23.998,18.273,16.883,13.73,11.531,9.053,7.435,6.317,5.834,4.941
25.576,35.203,25.565,25.554,25.341,24.373,19.13,16.863,13.996,11.691,9.144,7.524,6.387,5.877,4.96
25.875,35.265,25.869,25.863,25.708,25.139,19.876,16.858,14.044,11.709,9.168,7.533,6.389,5.911,4.994
26.707,35.267,26.681,26.657,26.472,25.755,20.299,16.875,14.136,11.703,9.14,7.535,6.404,5.929,4.978
27.728,35.17,27.649,27.575,26.983,25.658,19.889,16.916,14.13,11.673,9.14,7.505,6.39,5.907,4.978
28.766,34.867,28.669,28.56,27.161,24.452,18.887,17.043,13.985,11.628,9.062,7.447,6.329,5.848,4.926
28.857,34.8,28.76,28.66,27.648,25.196,19.305,17.11,14.017,11.681,9.087,7.446,6.316,5.834,4.93
29.368,34.79,29.228,29.086,27.529,25.058,19.4,15.369,13.921,11.659,9.088,7.477,6.358,5.865,4.957
29.294,34.835,29.221,29.153,27.792,25.004,19.053,15.219,13.662,11.506,9.006,7.421,6.311,5.807,4.912
28.337,34.889,28.301,28.264,27.296,24.353,18.356,15.081,13.549,11.396,8.941,7.341,6.239,5.782,4.879
26.815,34.984,26.808,26.801,26.44,24.035,18.184,14.963,13.651,11.523,8.989,7.366,6.268,5.791,4.904
25.857,35.093,25.854,25.85,25.602,24.027,18.169,14.87,13.688,11.524,9.041,7.422,6.308,5.827,4.936
25.661,35.191,25.651,25.642,25.421,24.436,19.073,14.8,13.938,11.664,9.135,7.511,6.374,5.871,4.961
25.964,35.251,25.96,25.954,25.79,25.176,19.776,14.751,13.995,11.682,9.157,7.53,6.38,5.904,4.999
26.777,35.248,26.753,26.73,26.535,25.75,20.153,14.723,14.119,11.695,9.122,7.511,6.381,5.909,4.97
27.752,35.142,27.675,27.6,26.957,25.555,19.779,14.718,14.098,11.653,9.128,7.474,6.365,5.883,4.964
28.756,34.848,28.652,28.536,27.033,24.226,18.722,14.774,13.92,11.598,9.061,7.439,6.325,5.846,4.928
28.847,34.774,28.754,28.657,27.615,25.094,19.162,14.826,13.992,11.675,9.083,7.44,6.311,5.83,4.934
29.363,34.756,29.222,29.079,27.514,25.011,19.271,14.898,13.907,11.656,9.088,7.464,6.344,5.854,4.957
29.315,34.8,29.246,29.179,27.777,24.937,18.949,14.981,13.645,11.519,9.008,7.401,6.297,5.8,4.911
28.397,34.855,28.362,28.325,27.283,24.241,18.254,15.076,13.541,11.392,8.931,7.322,6.219,5.761,4.878
26.872,34.963,26.865,26.858,26.447,23.983,18.125,15.181,13.634,11.504,8.978,7.342,6.243,5.767,4.897
25.947,35.082,25.943,25.939,25.688,24.105,18.122,15.286,13.666,11.525,9.031,7.411,6.302,5.821,4.934
25.749,35.177,25.741,25.733,25.51,24.52,19.039,15.389,13.891,11.642,9.126,7.501,6.365,5.868,4.966
26.058,35.237,26.054,26.049,25.877,25.227,19.716,15.488,13.969,11.665,9.146,7.526,6.372,5.9,5.011
26.842,35.227,26.819,26.797,26.594,25.741,20.02,15.586,14.121,11.695,9.103,7.484,6.356,5.889,4.962
27.778,35.114,27.704,27.629,26.946,25.458,19.682,15.677,14.08,11.637,9.106,7.445,6.342,5.86,4.955
28.75,34.832,28.642,28.52,26.93,24.027,18.593,15.802,13.867,11.579,9.061,7.431,6.319,5.842,4.932
28.838,34.748,28.75,28.656,27.589,25.02,19.063,15.824,13.985,11.675,9.081,7.436,6.307,5.827,4.939
29.359,34.722,29.219,29.077,27.525,25.001,19.188,15.828,13.912,11.66,9.085,7.45,6.326,5.839,4.955
29.329,34.76,29.264,29.198,27.766,24.876,18.868,15.825,13.645,11.538,9.012,7.381,6.28,5.791,4.911
28.455,34.82,28.422,28.385,27.28,24.154,18.187,15.817,13.539,11.393,8.92,7.305,6.201,5.74,4.878
26.938,34.942,26.931,26.924,26.47,23.985,18.11,15.805,13.636,11.494,8.967,7.32,6.221,5.745,4.891
26.037,35.067,26.033,26.029,25.782,24.207,18.117,15.787,13.656,11.528,9.022,7.403,6.296,5.814,4.933
25.841,35.162,25.834,25.827,25.608,24.624,19.03,15.767,13.856,11.623,9.114,7.491,6.355,5.864,4.97
26.152,35.223,26.149,26.144,25.968,25.291,19.685,15.74,13.958,11.653,9.132,7.518,6.362,5.893,5.028
26.896,35.204,26.874,26.854,26.647,25.73,19.898,15.704,14.128,11.701,9.082,7.457,6.329,5.865,4.955
27.801,35.09,27.731,27.657,26.947,25.362,19.598,15.664,14.075,11.625,9.08,7.415,6.319,5.838,4.946
28.751,34.818,28.64,28.516,26.867,23.866,18.5,15.651,13.83,11.571,9.061,7.421,6.311,5.837,4.937
28.828,34.722,28.745,28.655,27.574,24.966,19.001,15.666,13.99,11.682,9.08,7.434,6.302,5.825,4.945
29.357,34.686,29.219,29.079,27.552,25.009,19.13,15.688,13.924,11.666,9.079,7.435,6.308,5.823,4.952
29.336,34.716,29.276,29.212,27.757,24.814,18.804,15.73,13.651,11.554,9.012,7.361,6.263,5.78,4.91
28.514,34.783,28.482,28.446,27.294,24.031,18.157,15.785,13.54,11.394,8.908,7.289,6.186,5.719,4.878
27.008,34.921,27.001,26.993,26.508,25.378,18.117,15.853,13.643,11.484,8.955,7.303,6.202,5.727,4.887
26.121,35.05,26.118,26.114,25.876,24.096,18.147,15.91,13.65,11.527,9.011,7.397,6.29,5.807,4.934
25.935,35.147,25.93,25.924,25.717,25.281,19.05,15.947,13.833,11.605,9.097,7.477,6.341,5.856,4.973
26.245,35.209,26.241,26.237,26.064,24.331,19.698,15.973,13.963,11.645,9.112,7.501,6.345,5.88,5.051
26.942,35.179,26.921,26.902,26.697,24.753,19.809,16,14.135,11.703,9.056,7.427,6.302,5.839,4.946
27.822,35.068,27.756,27.685,26.966,25.721,19.523,16.043,14.07,11.608,9.049,7.389,6.297,5.816,4.94
28.759,34.803,28.65,28.529,26.862,23.761,18.438,16.223,13.799,11.565,9.055,7.411,6.302,5.831,4.943
28.82,34.694,28.743,28.658,27.57,24.932,18.963,16.334,13.997,11.687,9.077,7.433,6.299,5.823,4.951
29.358,34.649,29.222,29.085,27.586,25.016,19.081,16.446,13.931,11.666,9.071,7.422,6.291,5.809,4.947
29.337,34.671,29.282,29.221,27.748,24.746,18.748,16.559,13.652,11.563,9.007,7.343,6.246,5.768,4.908
28.568,34.746,28.536,28.501,27.318,24.068,18.154,14.901,13.54,11.395,8.894,7.275,6.175,5.702,4.877
27.079,34.898,27.071,27.064,26.555,24.105,18.132,14.802,13.643,11.471,8.939,7.292,6.191,5.715,4.887
26.2,35.032,26.198,26.195,25.969,24.475,18.201,14.721,13.645,11.521,8.997,7.391,6.286,5.8,4.936
26.032,35.131,26.028,26.024,25.834,24.914,19.101,14.659,13.824,11.588,9.073,7.456,6.321,5.841,4.973
26.333,35.194,26.33,26.326,26.164,25.495,19.765,14.619,13.987,11.64,9.083,7.473,6.322,5.861,5.078
26.981,35.152,26.961,26.943,26.747,25.726,19.758,14.594,14.134,11.695,9.025,7.397,6.276,5.813,4.937
27.843,35.046,27.783,27.718,27.01,25.23,19.458,14.578,14.059,11.583,9.012,7.367,6.278,5.796,4.937
28.774,34.787,28.672,28.559,26.911,23.716,18.402,14.591,13.766,11.553,9.041,7.402,6.294,5.827,4.95
28.817,34.665,28.745,28.665,27.576,24.921,18.943,14.63,13.993,11.682,9.069,7.434,6.298,5.824,4.959
29.36,34.611,29.229,29.096,27.626,25.022,19.037,14.687,13.927,11.656,9.059,7.411,6.278,5.797,4.942
29.335,34.624,29.284,29.226,27.74,24.673,18.694,14.762,13.645,11.56,8.994,7.328,6.232,5.756,4.907
28.615,34.708,28.584,28.549,27.35,24.073,18.166,14.847,13.535,11.392,8.875,7.265,6.168,5.689,4.876
27.149,34.874,27.141,27.133,26.61,24.194,18.15,14.929,13.633,11.451,8.918,7.288,6.186,5.709,4.89
26.277,35.014,26.275,26.273,26.067,24.638,18.273,15.015,13.639,11.51,8.979,7.383,6.282,5.794,4.939
26.128,35.116,26.124,26.121,25.955,25.098,19.173,15.112,13.825,11.57,9.039,7.43,6.294,5.821,4.969
26.414,35.181,26.411,26.408,26.266,25.636,19.867,15.207,14.019,11.632,9.043,7.436,6.293,5.836,5.104
27.016,35.126,26.997,26.98,26.8,25.763,19.747,15.293,14.125,11.676,8.988,7.368,6.254,5.788,4.931
27.862,35.023,27.81,27.754,27.079,25.227,19.415,15.373,14.04,11.549,8.97,7.348,6.262,5.78,4.937
28.795,34.769,28.702,28.6,26.996,23.729,18.391,15.519,13.732,11.532,9.018,7.393,6.288,5.823,4.957
28.82,34.635,28.753,28.678,27.591,24.935,18.934,15.562,13.975,11.666,9.053,7.434,6.299,5.825,4.969
29.363,34.574,29.24,29.114,27.676,25.03,19.001,15.578,13.907,11.634,9.04,7.403,6.271,5.788,4.938
29.33,34.578,29.283,29.229,27.735,24.603,18.643,15.571,13.628,11.545,8.973,7.317,6.22,5.744,4.906
28.651,34.67,28.622,28.587,27.391,24.11,18.18,15.55,13.524,11.383,8.852,7.257,6.166,5.681,4.877
27.219,34.848,27.211,27.202,26.673,24.292,18.17,15.525,13.61,11.423,8.892,7.287,6.184,5.707,4.896
26.352,34.998,26.351,26.349,26.168,24.814,18.352,15.497,13.63,11.495,8.955,7.374,6.276,5.787,4.942
26.217,35.102,26.214,26.212,26.077,25.297,19.256,15.471,13.832,11.551,8.996,7.398,6.263,5.795,4.963
26.486,35.17,26.484,26.481,26.368,25.798,19.983,15.451,14.046,11.616,8.991,7.395,6.261,5.807,5.121
27.048,35.1,27.03,27.015,26.855,25.837,19.772,15.432,14.11,11.645,8.946,7.34,6.236,5.766,4.927
27.881,35,27.835,27.789,27.163,25.274,19.393,15.412,14.014,11.506,8.923,7.333,6.248,5.768,4.94
28.82,34.749,28.735,28.645,27.099,23.794,18.406,15.34,13.704,11.504,8.987,7.385,6.282,5.818,4.965
28.828,34.603,28.765,28.694,27.608,24.968,18.938,15.303,13.943,11.635,9.031,7.434,6.301,5.829,4.979
29.368,34.537,29.252,29.132,27.725,25.036,18.979,15.287,13.873,11.6,9.014,7.395,6.267,5.781,4.934
29.323,34.531,29.28,29.229,27.733,24.546,18.597,15.296,13.604,11.519,8.945,7.309,6.21,5.732,4.905
28.673,34.634,28.645,28.611,27.45,24.173,18.19,15.329,13.501,11.366,8.824,7.252,6.165,5.678,4.878
27.288,34.822,27.279,27.271,26.747,24.994,18.193,15.385,13.576,11.386,8.86,7.287,6.183,5.706,4.902
26.426,34.984,26.425,26.423,26.268,24.402,18.434,15.45,13.619,11.474,8.923,7.362,6.267,5.779,4.946
26.296,35.091,26.295,26.293,26.192,25.5,19.344,15.522,13.841,11.53,8.944,7.36,6.227,5.765,4.954
26.55,35.161,26.548,26.545,26.464,25.964,20.092,15.59,14.062,11.59,8.932,7.35,6.229,5.777,5.116
27.079,35.076,27.062,27.048,26.908,25.932,19.818,15.651,14.088,11.603,8.898,7.316,6.221,5.749,4.928
27.9,34.975,27.861,27.823,27.253,25.36,19.385,15.709,13.985,11.458,8.873,7.32,6.236,5.759,4.945
28.843,34.725,28.767,28.686,27.197,23.894,18.446,15.844,13.689,11.47,8.949,7.376,6.278,5.815,4.974
28.84,34.57,28.78,28.713,27.628,25.021,18.962,15.926,13.903,11.593,9.002,7.433,6.303,5.832,4.989
29.369,34.5,29.262,29.15,27.772,25.045,18.977,16.024,13.828,11.556,8.979,7.386,6.265,5.775,4.931
29.315,34.485,29.274,29.226,27.734,24.512,18.562,16.12,13.579,11.484,8.909,7.3,6.202,5.721,4.905
28.674,34.599,28.649,28.618,27.53,24.253,18.196,16.199,13.468,11.342,8.792,7.247,6.163,5.676,4.88
27.354,34.795,27.347,27.339,26.834,24.527,18.228,16.287,13.538,11.344,8.821,7.281,6.179,5.703,4.908
26.499,34.973,26.498,26.496,26.365,25.175,18.519,14.849,13.611,11.451,8.885,7.347,6.257,5.769,4.947
26.365,35.082,26.364,26.363,26.291,25.691,19.432,14.812,13.849,11.506,8.885,7.322,6.192,5.736,4.945
26.607,35.153,26.605,26.602,26.549,26.112,20.173,14.797,14.06,11.554,8.87,7.306,6.198,5.749,5.098
27.109,35.053,27.093,27.08,26.955,26.027,19.865,14.805,14.065,11.555,8.849,7.296,6.209,5.738,4.932
27.918,34.95,27.883,27.851,27.336,25.456,19.375,14.83,13.951,11.409,8.825,7.311,6.228,5.756,4.952
28.862,34.699,28.793,28.72,27.286,24.027,18.515,14.889,13.691,11.435,8.913,7.37,6.278,5.813,4.983
28.855,34.537,28.798,28.733,27.65,25.085,19.007,14.918,13.863,11.545,8.968,7.426,6.302,5.832,4.994
29.368,34.464,29.27,29.164,27.815,25.063,18.998,14.955,13.778,11.507,8.938,7.373,6.259,5.767,4.928
29.305,34.442,29.264,29.22,27.74,24.517,18.55,14.996,13.554,11.442,8.868,7.289,6.191,5.711,4.906
28.656,34.567,28.634,28.608,27.622,24.34,18.202,15.041,13.422,11.31,8.756,7.24,6.159,5.674,4.883
27.418,34.77,27.411,27.404,26.931,24.666,18.28,15.094,13.507,11.301,8.774,7.27,6.172,5.699,4.914
26.57,34.963,26.568,26.567,26.457,25.353,18.613,15.15,13.612,11.43,8.843,7.328,6.242,5.756,4.945
26.421,35.072,26.419,26.419,26.369,25.857,19.515,15.206,13.856,11.483,8.827,7.287,6.163,5.712,4.936
26.655,35.144,26.653,26.651,26.618,26.222,20.208,15.262,14.036,11.511,8.813,7.27,6.174,5.727,5.075
27.141,35.031,27.126,27.114,26.997,26.104,19.895,15.313,14.039,11.507,8.806,7.283,6.203,5.735,4.94
27.935,34.928,27.903,27.874,27.4,25.545,19.348,15.364,13.913,11.366,8.786,7.311,6.225,5.759,4.961
28.881,34.669,28.816,28.747,27.366,25.163,18.607,15.47,13.706,11.403,8.882,7.367,6.279,5.813,4.992
28.871,34.504,28.816,28.754,27.682,24.561,19.061,15.521,13.828,11.497,8.931,7.414,6.299,5.827,4.995
29.37,34.426,29.278,29.173,27.852,24.437,19.056,15.561,13.729,11.454,8.892,7.356,6.25,5.759,4.924
29.295,34.403,29.252,29.209,27.75,24.182,18.568,15.588,13.529,11.393,8.82,7.271,6.178,5.7,4.906
28.628,34.539,28.61,28.587,27.719,25.109,18.218,15.595,13.372,11.273,8.717,7.229,6.152,5.669,4.886
27.475,34.744,27.469,27.463,27.034,25.993,18.358,15.583,13.489,11.262,8.724,7.253,6.162,5.695,4.918
