TEMP,SALT,d5,d10,d30,d50,d100,d150,d200,d300,d500,d700,d900,d1000,d1200
29.827,35.093,29.79,29.756,29.331,27.523,20.208,16.307,13.612,11.477,9.64,8.446,7.196,6.622,5.592
29.524,35.179,29.49,29.467,29.187,27.77,19.999,16.333,13.571,11.493,9.724,8.544,7.306,6.715,5.63
29.224,35.099,29.206,29.192,29.13,28.593,21.719,16.361,13.918,11.581,9.712,8.443,7.178,6.606,5.568
29.113,35.007,29.086,29.063,28.922,28.024,21.11,16.389,13.866,11.523,9.647,8.379,7.101,6.512,5.52
29.142,35.062,29.095,29.057,28.85,27.874,20.843,16.414,13.669,11.564,9.695,8.414,7.075,6.492,5.446
29.131,35.235,29.075,29.035,28.746,27.494,20.435,16.431,13.798,11.618,9.724,8.413,7.113,6.537,5.515
28.914,35.321,28.851,28.802,28.416,26.971,20.853,16.443,13.662,11.519,9.645,8.379,7.133,6.567,5.547
28.66,34.996,28.602,28.553,28.103,26.597,20.549,16.503,13.425,11.493,9.679,8.451,7.216,6.576,5.526
28.926,34.907,28.874,28.824,28.525,27.399,21.001,16.568,13.813,11.646,9.701,8.456,7.184,6.541,5.489
29.501,34.827,29.407,29.33,28.949,27.533,20.961,16.646,13.835,11.61,9.651,8.419,7.162,6.577,5.528
30.014,34.868,29.939,29.881,29.375,27.49,21.116,16.736,13.832,11.511,9.651,8.451,7.165,6.584,5.557
29.816,35.07,29.779,29.745,29.312,27.795,20.365,16.83,13.592,11.481,9.654,8.459,7.195,6.621,5.585
29.548,35.16,29.513,29.489,29.219,28.62,20.202,16.93,13.601,11.512,9.739,8.535,7.284,6.687,5.607
29.255,35.07,29.235,29.221,29.156,27.572,21.765,17.031,13.9,11.587,9.714,8.424,7.138,6.565,5.537
29.129,34.979,29.1,29.076,28.93,28.032,21.015,17.147,13.813,11.516,9.658,8.375,7.086,6.49,5.501
29.144,35.028,29.098,29.061,28.854,27.841,20.88,17.274,13.611,11.558,9.711,8.417,7.069,6.481,5.433
29.135,35.198,29.078,29.039,28.754,27.514,20.64,17.393,13.799,11.623,9.737,8.415,7.109,6.538,5.51
28.91,35.292,28.851,28.806,28.442,27.097,21.144,17.493,13.649,11.521,9.648,8.367,7.125,6.565,5.542
28.667,34.959,28.605,28.555,28.16,26.792,20.777,17.636,13.417,11.492,9.688,8.437,7.189,6.542,5.508
28.939,34.868,28.885,28.833,28.546,27.44,21.009,17.669,13.77,11.62,9.69,8.429,7.147,6.507,5.468
29.516,34.782,29.425,29.35,28.976,27.531,20.879,15.928,13.787,11.594,9.649,8.406,7.14,6.559,5.529
29.979,34.825,29.903,29.847,29.359,27.514,21.056,16.108,13.801,11.503,9.652,8.453,7.172,6.59,5.562
29.809,35.046,29.771,29.738,29.284,27.461,20.542,16.247,13.566,11.485,9.672,8.474,7.196,6.62,5.576
29.567,35.142,29.531,29.506,29.244,27.832,20.435,16.343,13.626,11.532,9.754,8.527,7.258,6.655,5.583
29.272,35.043,29.25,29.235,29.165,28.631,21.793,16.392,13.88,11.595,9.719,8.411,7.101,6.525,5.508
29.136,34.953,29.106,29.08,28.935,28.048,20.934,16.401,13.759,11.513,9.671,8.375,7.071,6.472,5.483
29.138,34.994,29.093,29.057,28.851,27.808,20.917,16.386,13.561,11.546,9.722,8.42,7.066,6.474,5.424
29.129,35.158,29.073,29.035,28.758,27.539,20.864,16.363,13.795,11.623,9.746,8.414,7.108,6.542,5.507
28.902,35.259,28.848,28.807,28.455,27.211,21.44,16.34,13.633,11.517,9.65,8.353,7.115,6.56,5.533
28.673,34.925,28.609,28.558,28.208,26.962,20.993,16.312,13.414,11.489,9.696,8.424,7.165,6.511,5.491
28.955,34.83,28.9,28.845,28.572,27.484,21.018,16.299,13.735,11.595,9.68,8.4,7.113,6.478,5.451
29.534,34.738,29.447,29.375,29.01,27.538,20.817,16.286,13.738,11.581,9.65,8.394,7.123,6.544,5.53
29.927,34.783,29.852,29.8,29.34,27.471,21.017,16.272,13.766,11.503,9.658,8.458,7.183,6.597,5.564
29.798,35.025,29.761,29.729,29.251,27.44,20.715,16.257,13.544,11.492,9.694,8.491,7.201,6.619,5.566
29.581,35.125,29.545,29.52,29.264,27.888,20.691,16.242,13.651,11.555,9.77,8.52,7.231,6.621,5.559
29.281,35.016,29.256,29.24,29.165,28.634,21.819,16.227,13.859,11.607,9.726,8.401,7.068,6.486,5.48
29.135,34.928,29.105,29.079,28.939,28.068,20.888,16.212,13.708,11.514,9.685,8.378,7.059,6.459,5.466
29.124,34.96,29.081,29.047,28.842,27.777,20.967,16.201,13.517,11.532,9.73,8.423,7.065,6.471,5.423
29.116,35.113,29.061,29.026,28.76,27.57,21.106,16.195,13.786,11.619,9.75,8.414,7.11,6.547,5.506
28.89,35.223,28.841,28.803,28.458,27.315,21.745,16.195,13.61,11.511,9.65,8.34,7.107,6.553,5.523
28.681,34.893,28.615,28.563,28.242,27.091,21.166,16.223,13.415,11.484,9.7,8.41,7.144,6.487,5.473
28.977,34.791,28.92,28.863,28.605,27.533,21.01,16.251,13.702,11.572,9.672,8.373,7.082,6.456,5.441
29.554,34.694,29.472,29.402,29.048,27.562,20.761,16.285,13.686,11.568,9.652,8.384,7.111,6.532,5.531
29.864,34.743,29.79,29.743,29.321,27.458,21.003,16.318,13.732,11.512,9.668,8.466,7.199,6.605,5.566
29.784,35.003,29.748,29.717,29.218,27.427,20.858,16.355,13.531,11.502,9.717,8.509,7.21,6.62,5.555
29.589,35.111,29.554,29.529,29.281,27.959,20.963,16.398,13.674,11.58,9.785,8.515,7.205,6.588,5.534
29.284,34.99,29.257,29.24,29.16,28.632,21.853,16.444,13.838,11.622,9.735,8.394,7.04,6.453,5.454
29.13,34.904,29.101,29.075,28.945,28.087,20.883,16.491,13.664,11.52,9.698,8.382,7.05,6.45,5.453
29.105,34.927,29.065,29.033,28.832,27.764,21.044,16.543,13.478,11.518,9.733,8.425,7.068,6.474,5.428
29.099,35.065,29.048,29.016,28.762,27.609,21.351,16.606,13.769,11.613,9.75,8.413,7.116,6.551,5.505
28.877,35.183,28.832,28.798,28.456,27.406,22.03,16.683,13.58,11.505,9.649,8.329,7.102,6.548,5.514
28.687,34.858,28.622,28.57,28.262,27.167,21.287,16.848,13.416,11.48,9.699,8.394,7.122,6.467,5.457
29.002,34.752,28.943,28.884,28.642,27.58,20.979,16.93,13.666,11.552,9.666,8.35,7.057,6.443,5.438
29.574,34.653,29.495,29.429,29.085,27.604,20.708,17.001,13.632,11.557,9.656,8.377,7.107,6.525,5.535
29.809,34.707,29.736,29.692,29.311,27.48,21.003,17.067,13.707,11.528,9.683,8.475,7.217,6.613,5.57
29.765,34.979,29.731,29.7,29.19,27.421,20.961,17.122,13.53,11.514,9.738,8.526,7.222,6.618,5.545
29.59,35.097,29.558,29.534,29.294,28.039,21.236,17.17,13.694,11.606,9.797,8.511,7.182,6.557,5.509
29.28,34.965,29.252,29.235,29.151,28.623,21.901,17.228,13.811,11.633,9.744,8.391,7.018,6.427,5.433
29.123,34.881,29.094,29.071,28.95,28.104,20.92,17.308,13.628,11.529,9.709,8.383,7.044,6.446,5.444
29.084,34.896,29.048,29.019,28.823,27.77,21.146,17.39,13.451,11.506,9.732,8.424,7.074,6.482,5.439
29.083,35.016,29.035,29.007,28.77,27.67,21.598,17.469,13.745,11.607,9.748,8.413,7.124,6.554,5.504
28.868,35.141,28.827,28.795,28.458,27.49,22.275,17.537,13.547,11.5,9.649,8.323,7.101,6.543,5.506
28.693,34.824,28.631,28.581,28.279,27.213,21.38,16.963,13.414,11.477,9.698,8.379,7.103,6.451,5.443
29.023,34.714,28.962,28.902,28.673,27.619,20.933,17.176,13.619,11.534,9.663,8.334,7.04,6.437,5.44
29.586,34.616,29.513,29.451,29.109,27.64,20.649,17.323,13.579,11.553,9.663,8.376,7.112,6.524,5.541
29.785,34.677,29.715,29.669,29.317,27.527,21.006,17.381,13.69,11.548,9.701,8.486,7.236,6.62,5.574
29.745,34.954,29.711,29.68,29.172,27.432,21.054,17.374,13.536,11.526,9.76,8.541,7.234,6.617,5.535
29.587,35.083,29.557,29.534,29.304,28.133,21.505,17.328,13.709,11.632,9.808,8.505,7.164,6.532,5.485
29.267,34.944,29.24,29.222,29.137,28.606,21.961,17.263,13.772,11.638,9.751,8.391,7.003,6.407,5.416
29.114,34.861,29.087,29.065,28.953,28.123,21,17.203,13.602,11.54,9.715,8.38,7.042,6.445,5.439
29.067,34.867,29.033,29.006,28.819,27.794,21.263,17.152,13.437,11.499,9.727,8.422,7.083,6.495,5.453
29.067,34.969,29.023,28.998,28.782,27.757,21.853,17.098,13.72,11.602,9.745,8.413,7.135,6.558,5.504
28.863,35.097,28.824,28.793,28.466,27.571,22.494,17.031,13.516,11.498,9.652,8.322,7.104,6.54,5.5
28.698,34.795,28.64,28.593,28.295,27.648,21.461,16.868,13.407,11.475,9.698,8.365,7.085,6.44,5.432
29.035,34.678,28.973,28.915,28.694,27.605,20.872,16.783,13.558,11.521,9.664,8.326,7.032,6.438,5.445
29.593,34.583,29.524,29.467,29.118,27.469,20.583,16.699,13.529,11.55,9.674,8.384,7.129,6.531,5.548
29.796,34.652,29.729,29.68,29.337,28.238,21.015,16.619,13.678,11.567,9.721,8.499,7.258,6.629,5.576
29.726,34.933,29.692,29.66,29.167,27.247,21.16,16.535,13.547,11.54,9.785,8.554,7.247,6.617,5.526
29.581,35.064,29.553,29.532,29.313,28.594,21.784,16.46,13.721,11.66,9.818,8.496,7.148,6.51,5.463
29.252,34.924,29.226,29.209,29.124,27.656,22.694,16.396,13.735,11.641,9.754,8.387,6.993,6.394,5.403
29.106,34.843,29.079,29.058,28.958,27.308,22.056,16.34,13.582,11.556,9.718,8.373,7.043,6.449,5.436
29.053,34.84,29.021,28.995,28.823,28.156,21.11,16.294,13.44,11.499,9.721,8.419,7.096,6.513,5.469
29.052,34.926,29.013,28.99,28.796,27.844,21.389,16.262,13.699,11.598,9.742,8.416,7.146,6.562,5.503
28.863,35.051,28.824,28.794,28.484,27.867,22.106,16.244,13.488,11.497,9.66,8.326,7.108,6.537,5.494
28.703,34.769,28.651,28.607,28.315,27.278,21.549,16.255,13.392,11.473,9.697,8.354,7.072,6.433,5.424
29.044,34.647,28.981,28.925,28.709,27.669,20.805,16.283,13.488,11.507,9.665,8.319,7.03,6.443,5.453
29.594,34.555,29.53,29.476,29.115,27.657,20.524,16.323,13.481,11.546,9.687,8.398,7.154,6.547,5.556
29.816,34.63,29.753,29.701,29.355,27.701,21.033,16.377,13.665,11.578,9.741,8.51,7.279,6.64,5.575
29.709,34.914,29.674,29.642,29.173,27.538,21.287,16.442,13.564,11.559,9.813,8.565,7.259,6.617,5.52
29.571,35.037,29.545,29.525,29.319,28.341,22.083,16.516,13.735,11.691,9.828,8.485,7.135,6.492,5.445
29.239,34.904,29.214,29.196,29.116,28.593,22.187,16.604,13.702,11.644,9.753,8.378,6.987,6.387,5.394
29.099,34.826,29.072,29.051,28.963,28.207,21.231,16.704,13.565,11.571,9.716,8.366,7.047,6.454,5.437
29.041,34.817,29.01,28.985,28.832,27.921,21.521,16.811,13.461,11.507,9.716,8.417,7.109,6.531,5.482
29.038,34.888,29.003,28.981,28.809,27.995,22.363,16.919,13.684,11.593,9.74,8.422,7.155,6.564,5.498
28.866,35.006,28.827,28.797,28.511,27.741,22.881,17.029,13.465,11.495,9.671,8.335,7.113,6.536,5.488
28.71,34.747,28.663,28.621,28.338,27.297,21.665,17.219,13.364,11.47,9.694,8.344,7.062,6.431,5.422
29.049,34.618,28.988,28.934,28.72,27.682,20.731,17.265,13.415,11.492,9.662,8.314,7.032,6.451,5.459
29.594,34.529,29.532,29.48,29.108,27.655,20.478,17.279,13.437,11.54,9.695,8.415,7.183,6.567,5.559
29.831,34.607,29.769,29.715,29.361,27.79,21.055,17.269,13.651,11.581,9.759,8.518,7.297,6.649,5.57
29.694,34.894,29.658,29.625,29.181,27.631,21.428,17.268,13.581,11.579,9.841,8.571,7.267,6.615,5.513
29.562,35.004,29.537,29.517,29.326,28.449,22.414,17.29,13.746,11.722,9.836,8.473,7.125,6.478,5.43
29.231,34.882,29.205,29.187,29.115,28.609,23.054,17.324,13.67,11.643,9.748,8.367,6.983,6.385,5.392
29.092,34.81,29.065,29.045,28.968,28.278,22.36,17.364,13.547,11.581,9.711,8.36,7.054,6.463,5.444
29.029,34.795,28.998,28.972,28.841,28.019,21.346,17.397,13.492,11.517,9.711,8.417,7.124,6.548,5.492
29.027,34.853,28.994,28.973,28.822,28.125,21.643,18.15,13.676,11.588,9.739,8.431,7.164,6.565,5.492
28.872,34.964,28.834,28.801,28.547,27.84,22.62,18.293,13.447,11.492,9.683,8.348,7.116,6.533,5.483
28.724,34.73,28.68,28.639,28.37,27.346,21.823,18.417,13.325,11.46,9.686,8.336,7.055,6.434,5.425
29.052,34.59,28.994,28.943,28.726,27.694,20.653,18.371,13.343,11.473,9.653,8.311,7.035,6.46,5.463
29.592,34.502,29.532,29.481,29.101,27.65,20.458,18.302,13.4,11.532,9.699,8.428,7.209,6.586,5.556
29.837,34.582,29.777,29.722,29.36,27.862,21.076,18.23,13.626,11.577,9.776,8.522,7.309,6.655,5.56
29.675,34.866,29.639,29.607,29.186,27.732,21.598,18.17,13.597,11.602,9.867,8.571,7.266,6.606,5.506
29.555,34.966,29.53,29.511,29.34,28.564,22.771,18.115,13.752,11.749,9.841,8.46,7.116,6.469,5.419
29.23,34.859,29.202,29.184,29.122,28.65,22.56,18.046,13.63,11.641,9.739,8.356,6.983,6.389,5.394
29.088,34.794,29.06,29.041,28.976,28.362,21.449,17.948,13.522,11.586,9.703,8.358,7.065,6.477,5.456
29.016,34.772,28.984,28.957,28.845,28.126,21.758,17.813,13.528,11.529,9.708,8.42,7.14,6.565,5.5
29.02,34.821,28.986,28.965,28.835,28.251,22.879,17.653,13.676,11.585,9.741,8.443,7.175,6.569,5.488
28.881,34.924,28.843,28.81,28.591,27.951,23.234,17.483,13.428,11.489,9.695,8.364,7.116,6.53,5.48
28.745,34.715,28.702,28.662,28.407,27.411,22.016,17.159,13.287,11.45,9.678,8.33,7.05,6.441,5.433
29.054,34.564,28.999,28.951,28.723,27.692,20.581,17.003,13.277,11.45,9.641,8.31,7.038,6.469,5.466
29.589,34.473,29.529,29.479,29.098,27.655,20.459,16.85,13.372,11.526,9.698,8.438,7.232,6.604,5.549
29.839,34.557,29.781,29.727,29.357,27.924,21.108,16.708,13.594,11.572,9.791,8.525,7.316,6.657,5.551
29.659,34.834,29.622,29.59,29.2,27.855,21.805,16.584,13.615,11.629,9.89,8.567,7.26,6.596,5.499
29.547,34.924,29.523,29.505,29.355,28.672,23.128,16.477,13.743,11.767,9.841,8.448,7.109,6.466,5.41
29.235,34.833,29.206,29.186,29.133,28.708,22.774,16.393,13.587,11.638,9.727,8.345,6.986,6.398,5.399
29.087,34.777,29.057,29.037,28.983,28.45,21.536,16.334,13.495,11.588,9.696,8.358,7.081,6.496,5.47
29.001,34.745,28.967,28.939,28.845,28.232,21.865,16.292,13.563,11.542,9.707,8.425,7.159,6.581,5.507
29.015,34.791,28.979,28.958,28.845,28.361,23.119,16.266,13.678,11.584,9.745,8.456,7.185,6.571,5.486
28.894,34.888,28.855,28.822,28.636,28.067,23.436,16.263,13.417,11.491,9.71,8.384,7.115,6.528,5.48
28.77,34.697,28.727,28.686,28.44,27.471,22.205,16.345,13.258,11.446,9.667,8.325,7.044,6.448,5.443
29.056,34.54,29.003,28.957,28.711,27.678,20.527,16.418,13.219,11.43,9.628,8.31,7.041,6.477,5.469
29.583,34.444,29.523,29.473,29.091,27.661,20.463,16.472,13.347,11.519,9.696,8.447,7.251,6.618,5.539
29.837,34.53,29.782,29.73,29.356,27.978,21.153,16.77,13.558,11.568,9.803,8.528,7.32,6.657,5.541
29.65,34.8,29.61,29.58,29.229,28,22.037,16.821,13.633,11.657,9.91,8.563,7.252,6.585,5.491
29.542,34.877,29.519,29.501,29.372,28.775,23.471,16.906,13.722,11.778,9.839,8.438,7.104,6.467,5.405
29.244,34.803,29.212,29.191,29.142,28.765,22.987,17.011,13.549,11.636,9.716,8.335,6.992,6.413,5.405
29.085,34.756,29.053,29.032,28.986,28.533,21.614,17.102,13.471,11.589,9.691,8.359,7.101,6.52,5.486
28.982,34.714,28.947,28.918,28.839,28.326,21.955,17.163,13.581,11.552,9.707,8.432,7.176,6.594,5.513
29.009,34.763,28.972,28.949,28.851,28.452,23.325,17.189,13.67,11.581,9.748,8.468,7.192,6.569,5.483
28.905,34.855,28.866,28.833,28.675,28.181,23.647,17.19,13.421,11.502,9.729,8.403,7.114,6.527,5.482
28.797,34.676,28.752,28.71,28.465,27.522,22.383,17.216,13.235,11.447,9.654,8.319,7.036,6.453,5.453
29.059,34.517,29.006,28.961,28.69,28.031,20.481,17.249,13.168,11.414,9.616,8.314,7.044,6.485,5.469
29.574,34.413,29.513,29.462,29.077,28.157,20.457,17.297,13.321,11.51,9.695,8.454,7.265,6.628,5.528
29.832,34.502,29.78,29.73,29.358,28.875,21.214,17.32,13.522,11.568,9.813,8.533,7.321,6.654,5.532
29.648,34.765,29.605,29.575,29.274,28.814,22.284,18.964,13.646,11.686,9.926,8.562,7.243,6.575,5.484
29.539,34.829,29.516,29.499,29.392,27.656,23.804,18.998,13.695,11.786,9.834,8.429,7.097,6.467,5.401
29.25,34.769,29.216,29.193,29.145,27.656,23.184,19.024,13.525,11.634,9.705,8.324,7.001,6.431,5.412
29.082,34.728,29.048,29.027,28.986,28.609,21.67,19.03,13.451,11.586,9.688,8.359,7.119,6.542,5.502
28.959,34.676,28.923,28.894,28.827,28.401,22.03,19.015,13.581,11.557,9.708,8.437,7.193,6.604,5.519
28.997,34.732,28.959,28.934,28.846,28.282,23.49,18.997,13.646,11.574,9.754,8.478,7.195,6.565,5.48
28.913,34.821,28.873,28.841,28.704,28.519,23.858,18.992,13.441,11.519,9.749,8.42,7.113,6.525,5.485
28.825,34.654,28.776,28.733,28.485,27.574,22.58,18.962,13.204,11.447,9.638,8.314,7.029,6.456,5.463
29.063,34.494,29.008,28.963,28.666,27.64,20.442,18.896,13.119,11.401,9.605,8.32,7.05,6.492,5.47
29.565,34.383,29.503,29.452,29.059,27.65,20.449,18.771,13.294,11.501,9.695,8.461,7.275,6.633,5.518
29.826,34.475,29.775,29.728,29.364,28.089,21.288,18.601,13.49,11.575,9.822,8.54,7.32,6.65,5.525
29.654,34.729,29.608,29.579,29.33,28.319,22.546,18.399,13.659,11.716,9.939,8.564,7.233,6.564,5.475
29.539,34.778,29.516,29.499,29.413,28.857,24.108,18.178,13.667,11.791,9.827,8.418,7.089,6.465,5.399
29.253,34.735,29.218,29.194,29.145,28.965,24.059,17.954,13.514,11.631,9.696,8.315,7.011,6.449,5.42
29.082,34.693,29.047,29.024,28.988,28.675,23.342,17.727,13.433,11.58,9.687,8.36,7.133,6.559,5.515
28.934,34.635,28.896,28.869,28.812,28.454,21.726,17.498,13.561,11.555,9.71,8.443,7.207,6.608,5.524
28.977,34.695,28.939,28.912,28.832,28.561,22.107,17.275,13.613,11.566,9.76,8.485,7.192,6.557,5.476
28.917,34.785,28.875,28.845,28.722,28.362,23.6,17.071,13.471,11.538,9.769,8.434,7.109,6.52,5.487
28.851,34.634,28.8,28.755,28.506,27.633,22.806,16.743,13.18,11.446,9.621,8.307,7.021,6.458,5.47
29.067,34.473,29.012,28.965,28.641,27.635,20.416,16.62,13.074,11.386,9.594,8.329,7.058,6.499,5.472
29.558,34.354,29.495,29.444,29.04,27.644,20.439,16.515,13.267,11.494,9.698,8.469,7.282,6.637,5.511
29.819,34.449,29.77,29.723,29.37,28.156,21.376,16.428,13.463,11.586,9.832,8.55,7.317,6.645,5.52
29.669,34.693,29.619,29.592,29.388,28.481,22.824,16.364,13.673,11.746,9.949,8.564,7.219,6.553,5.466
29.543,34.728,29.52,29.503,29.433,29.039,24.362,16.578,13.643,11.792,9.82,8.406,7.077,6.457,5.398
29.256,34.702,29.221,29.198,29.145,28.898,24.547,16.619,13.513,11.628,9.688,8.31,7.021,6.464,5.429
29.08,34.653,29.046,29.023,28.991,28.728,23.45,16.753,13.413,11.569,9.69,8.36,7.138,6.566,5.522
28.912,34.59,28.874,28.848,28.798,28.486,21.788,16.719,13.535,11.548,9.712,8.451,7.213,6.607,5.527
28.949,34.649,28.912,28.886,28.812,28.584,22.193,16.707,13.575,11.56,9.768,8.488,7.186,6.55,5.472
28.916,34.746,28.873,28.845,28.732,28.421,23.664,16.734,13.503,11.558,9.786,8.441,7.102,6.513,5.488
28.873,34.614,28.82,28.774,28.525,27.691,23.07,16.878,13.17,11.442,9.604,8.302,7.016,6.459,5.474
29.073,34.455,29.017,28.969,28.623,27.649,20.426,16.946,13.027,11.369,9.586,8.339,7.068,6.507,5.476
29.556,34.329,29.492,29.44,29.027,27.65,20.434,16.998,13.237,11.486,9.704,8.479,7.289,6.639,5.509
29.812,34.424,29.763,29.717,29.375,28.231,21.479,17.046,13.437,11.6,9.843,8.56,7.31,6.639,5.517
29.691,34.656,29.641,29.613,29.443,28.633,23.12,17.091,13.69,11.776,9.955,8.559,7.201,6.541,5.456
29.554,34.681,29.529,29.512,29.456,29.108,24.554,17.142,13.631,11.792,9.813,8.393,7.064,6.447,5.4
29.262,34.671,29.227,29.204,29.149,28.935,23.507,15.945,13.517,11.625,9.683,8.308,7.03,6.473,5.438
29.078,34.607,29.045,29.022,28.994,28.771,21.874,15.718,13.389,11.552,9.695,8.364,7.135,6.562,5.523
28.896,34.539,28.859,28.832,28.788,28.508,22.279,15.55,13.503,11.54,9.717,8.459,7.213,6.602,5.528
28.921,34.595,28.886,28.86,28.791,28.596,23.698,15.44,13.536,11.556,9.777,8.49,7.179,6.544,5.468
28.91,34.704,28.868,28.842,28.735,28.465,24.398,15.382,13.54,11.579,9.795,8.441,7.091,6.504,5.488
28.894,34.596,28.837,28.79,28.543,27.748,23.36,15.369,13.166,11.434,9.59,8.296,7.012,6.461,5.476
29.08,34.439,29.025,28.978,28.619,27.685,20.483,15.388,12.973,11.351,9.581,8.348,7.078,6.514,5.482
29.557,34.307,29.491,29.439,29.018,27.683,20.441,15.411,13.198,11.477,9.713,8.491,7.293,6.642,5.511
29.807,34.401,29.756,29.71,29.381,28.31,21.58,15.431,13.414,11.615,9.856,8.57,7.3,6.632,5.516
29.721,34.62,29.67,29.643,29.496,28.771,23.43,15.447,13.714,11.805,9.96,8.55,7.182,6.527,5.448
29.57,34.635,29.545,29.528,29.484,28.974,24.685,15.462,13.634,11.789,9.806,8.379,7.05,6.437,5.406
29.274,34.638,29.24,29.217,29.16,29.177,23.527,15.482,13.519,11.618,9.679,8.309,7.04,6.476,5.447
29.077,34.556,29.046,29.024,29,28.808,21.986,15.516,13.359,11.531,9.7,8.372,7.128,6.551,5.52
28.886,34.482,28.85,28.824,28.781,28.526,22.333,15.569,13.461,11.527,9.724,8.467,7.208,6.596,5.528
28.898,34.531,28.863,28.838,28.773,28.604,23.708,15.63,13.504,11.555,9.786,8.491,7.171,6.537,5.465
28.905,34.657,28.865,28.84,28.737,28.497,24.481,15.689,13.563,11.598,9.799,8.435,7.082,6.497,5.485
28.914,34.573,28.855,28.807,28.561,27.806,23.632,15.773,13.161,11.422,9.578,8.289,7.011,6.464,5.477
29.09,34.421,29.038,28.991,28.631,27.738,20.558,15.795,12.916,11.332,9.581,8.358,7.087,6.523,5.49
29.56,34.286,29.493,29.441,29.012,27.731,20.461,15.805,13.15,11.467,9.726,8.503,7.294,6.643,5.519
29.803,34.377,29.751,29.704,29.392,28.396,21.684,15.796,13.398,11.632,9.871,8.579,7.288,6.623,5.517
29.755,34.583,29.707,29.678,29.549,28.899,23.746,15.766,13.751,11.832,9.962,8.538,7.164,6.514,5.44
29.592,34.589,29.568,29.552,29.517,29.245,24.766,15.728,13.647,11.778,9.797,8.364,7.039,6.429,5.412
29.292,34.601,29.259,29.236,29.18,29.014,23.675,15.69,13.514,11.605,9.676,8.313,7.052,6.476,5.453
29.082,34.5,29.052,29.031,29.011,28.84,23.519,15.662,13.323,11.505,9.704,8.384,7.118,6.537,5.514
28.882,34.416,28.848,28.822,28.78,28.539,22.115,15.633,13.412,11.513,9.732,8.474,7.2,6.59,5.528
28.882,34.458,28.848,28.824,28.76,28.608,22.339,15.602,13.482,11.557,9.797,8.491,7.162,6.53,5.466
28.902,34.601,28.864,28.84,28.742,28.52,24.517,15.571,13.575,11.617,9.8,8.426,7.073,6.491,5.479
28.935,34.546,28.875,28.827,28.581,27.861,23.839,15.508,13.148,11.407,9.572,8.283,7.009,6.466,5.477
29.107,34.398,29.055,29.009,28.656,27.78,20.638,15.484,12.858,11.314,9.587,8.367,7.096,6.53,5.5
29.569,34.266,29.501,29.449,29.008,28.48,20.48,15.477,13.106,11.462,9.746,8.516,7.29,6.642,5.529
29.801,34.35,29.747,29.7,29.402,29.012,21.8,15.482,13.398,11.652,9.889,8.586,7.276,6.613,5.518
29.79,34.544,29.744,29.713,29.596,29.308,24.056,15.501,13.808,11.857,9.962,8.522,7.147,6.501,5.434
29.62,34.539,29.597,29.582,29.552,29.056,24.797,15.518,13.668,11.762,9.788,8.352,7.032,6.422,5.418
29.314,34.557,29.282,29.26,29.206,28.87,23.489,15.538,13.494,11.584,9.674,8.32,7.063,6.471,5.455
29.093,34.442,29.064,29.045,29.028,27.803,22.244,15.577,13.284,11.477,9.707,8.395,7.107,6.523,5.506
28.886,34.346,28.853,28.827,28.784,28.551,22.3,15.64,13.361,11.5,9.744,8.48,7.192,6.585,5.53
28.876,34.375,28.843,28.819,28.756,28.539,23.607,15.727,13.465,11.562,9.808,8.489,7.154,6.526,5.471
28.899,34.533,28.863,28.84,28.749,28.611,24.542,15.839,13.589,11.635,9.799,8.419,7.067,6.488,5.471
28.959,34.511,28.899,28.852,28.607,27.925,24.017,16.128,13.121,11.39,9.569,8.276,7.006,6.466,5.475
29.132,34.372,29.081,29.035,28.694,27.881,20.731,16.289,12.803,11.299,9.6,8.376,7.103,6.535,5.512
29.579,34.247,29.511,29.458,29.011,27.837,20.49,16.452,13.072,11.462,9.769,8.527,7.283,6.64,5.539
29.795,34.319,29.741,29.695,29.413,28.561,21.924,16.61,13.418,11.675,9.91,8.589,7.267,6.606,5.52
29.821,34.502,29.776,29.743,29.637,29.106,24.788,16.758,13.888,11.88,9.959,8.506,7.135,6.491,5.43
29.651,34.486,29.63,29.615,29.588,29.364,24.337,16.885,13.695,11.74,9.777,8.342,7.03,6.417,5.421
29.339,34.503,29.309,29.289,29.237,29.096,23.485,16.987,13.46,11.561,9.673,8.328,7.07,6.462,5.452
29.11,34.382,29.082,29.064,29.05,28.901,22.38,17.071,13.241,11.451,9.709,8.403,7.094,6.509,5.498
28.895,34.271,28.865,28.84,28.793,28.562,22.226,15.176,13.31,11.491,9.757,8.483,7.183,6.58,5.532
28.88,34.286,28.848,28.825,28.761,28.615,23.507,15,13.456,11.572,9.816,8.484,7.147,6.524,5.478
28.895,34.455,28.861,28.839,28.755,28.555,24.563,14.87,13.609,11.654,9.796,8.413,7.064,6.484,5.463
28.985,34.469,28.925,28.878,28.64,28.008,24.174,14.737,13.085,11.367,9.568,8.268,7.002,6.467,5.472
29.163,34.344,29.111,29.065,28.744,27.982,20.858,14.727,12.752,11.285,9.617,8.382,7.109,6.538,5.522
29.587,34.226,29.521,29.468,29.024,27.901,20.508,14.736,13.04,11.465,9.795,8.536,7.276,6.639,5.549
29.788,34.283,29.735,29.69,29.425,28.633,22.043,14.756,13.458,11.701,9.933,8.591,7.264,6.602,5.521
29.846,34.455,29.802,29.768,29.674,29.19,24.566,14.778,13.986,11.901,9.953,8.49,7.129,6.485,5.426
